1~Alwyn the Druid~0~0~Friendly~0~200~0~0~0~0~0~0.3~0,5~0,5;1,5;2,5~0~1~0~0~0~~0
138700~Inferno Slitthroat~6~25~Hostile~52~545~3 - 9~515~104~2782~273~0.3~3,22~0,104;1,104;2,104;3,208;4,104;5,104;7,Immune~1~1~0~0~1120~0,65;1,65;2,65;3,65;4,65~0
138701~Inferno Gloomguard~6~25~Hostile~52~825~7 - 15~515~104~2782~413~0.3~3,34~0,130;1,130;2,130;3,260;4,130;5,130;7,Immune~2~1~0~0~1493~0,130;1,130;2,130;3,130;4,130~0
138702~Inferno Render~6~25~Hostile~52~1238~9 - 19~515~104~2782~619~0.3~3,52~0,156;1,156;2,156;3,312;4,156;5,156;7,Immune~3~1~0~0~2240~0,260;1,260;2,260;3,260;4,260~0
138703~Inferno Denchief~6~25~Hostile~52~1650~13 - 28~515~104~2782~825~0.3~3,82~0,182;1,182;2,182;3,364;4,182;5,182;7,Immune~4~1~0~0~2987~0,390;1,390;2,390;3,390;4,390~0
138704~Inferno Dabbler~6~25~Hostile~53~554~3 - 9~525~106~2783~277~0.3~3,22~0,106;1,106;2,106;3,212;4,106;5,106;7,Immune~1~6~0~0~1140~0,66;1,66;2,66;3,66;4,66~0
138705~Inferno Darkart~6~25~Hostile~53~839~7 - 15~525~106~2783~420~0.3~3,34~0,133;1,133;2,133;3,266;4,133;5,133;7,Immune~2~6~0~0~1520~0,133;1,133;2,133;3,133;4,133~0
138706~Inferno Mastermage~6~25~Hostile~53~1259~9 - 20~525~106~2783~630~0.3~3,53~0,159;1,159;2,159;3,318;4,159;5,159;7,Immune~3~6~0~0~2280~0,265;1,265;2,265;3,265;4,265~0
138707~Inferno Lairlord~6~25~Hostile~53~1678~13 - 29~525~106~2783~839~0.3~3,84~0,186;1,186;2,186;3,372;4,186;5,186;7,Immune~4~1~0~0~3040~0,398;1,398;2,398;3,398;4,398~0
138708~Inferno Slitthroat~6~25~Hostile~54~563~3 - 9~535~108~2784~282~0.3~3,22~0,108;1,108;2,108;3,216;4,108;5,108;7,Immune~1~1~0~0~1160~0,68;1,68;2,68;3,68;4,68~0
138709~Inferno Gloomguard~6~25~Hostile~54~853~7 - 16~535~108~2784~427~0.3~3,35~0,135;1,135;2,135;3,270;4,135;5,135;7,Immune~2~1~0~0~1547~0,135;1,135;2,135;3,135;4,135~0
138710~Inferno Render~6~25~Hostile~54~1280~9 - 20~535~108~2784~640~0.3~3,54~0,162;1,162;2,162;3,324;4,162;5,162;7,Immune~3~1~0~0~2320~0,270;1,270;2,270;3,270;4,270~0
138711~Inferno Denchief~6~25~Hostile~54~1706~14 - 29~535~108~2784~853~0.3~3,86~0,189;1,189;2,189;3,378;4,189;5,189;7,Immune~4~1~0~0~3093~0,405;1,405;2,405;3,405;4,405~0
138712~Inferno Dabbler~6~25~Hostile~55~572~3 - 9~545~110~2785~286~0.3~3,23~0,110;1,110;2,110;3,220;4,110;5,110;7,Immune~1~6~0~0~1180~0,69;1,69;2,69;3,69;4,69~0
138713~Inferno Darkart~6~25~Hostile~55~867~7 - 16~545~110~2785~434~0.3~3,36~0,138;1,138;2,138;3,276;4,138;5,138;7,Immune~2~6~0~0~1573~0,138;1,138;2,138;3,138;4,138~0
138714~Inferno Mastermage~6~25~Hostile~55~1301~9 - 20~545~110~2785~651~0.3~3,55~0,165;1,165;2,165;3,330;4,165;5,165;7,Immune~3~6~0~0~2360~0,275;1,275;2,275;3,275;4,275~0
138715~Inferno Lairlord~6~25~Hostile~55~1734~14 - 30~545~110~2785~867~0.3~3,87~0,193;1,193;2,193;3,386;4,193;5,193;7,Immune~4~1~0~0~3147~0,413;1,413;2,413;3,413;4,413~0
138716~Inferno Slitthroat~6~25~Hostile~56~581~4 - 9~555~112~2786~291~0.3~3,24~0,112;1,112;2,112;3,224;4,112;5,112;7,Immune~1~1~0~0~1200~0,70;1,70;2,70;3,70;4,70~0
138717~Inferno Gloomguard~6~25~Hostile~56~881~7 - 16~555~112~2786~441~0.3~3,36~0,140;1,140;2,140;3,280;4,140;5,140;7,Immune~2~1~0~0~1600~0,140;1,140;2,140;3,140;4,140~0
138718~Inferno Render~6~25~Hostile~56~1322~9 - 21~555~112~2786~661~0.3~3,56~0,168;1,168;2,168;3,336;4,168;5,168;7,Immune~3~1~0~0~2400~0,280;1,280;2,280;3,280;4,280~0
138719~Inferno Denchief~6~25~Hostile~56~1762~14 - 30~555~112~2786~881~0.3~3,88~0,196;1,196;2,196;3,392;4,196;5,196;7,Immune~4~1~0~0~3200~0,420;1,420;2,420;3,420;4,420~0
138720~Inferno Dabbler~6~25~Hostile~57~591~4 - 9~565~114~2787~296~0.3~3,24~0,114;1,114;2,114;3,228;4,114;5,114;7,Immune~1~6~0~0~1220~0,71;1,71;2,71;3,71;4,71~0
138721~Inferno Darkart~6~25~Hostile~57~895~7 - 16~565~114~2787~448~0.3~3,37~0,143;1,143;2,143;3,286;4,143;5,143;7,Immune~2~6~0~0~1627~0,143;1,143;2,143;3,143;4,143~0
138722~Inferno Mastermage~6~25~Hostile~57~1343~10 - 21~565~114~2787~672~0.3~3,57~0,171;1,171;2,171;3,342;4,171;5,171;7,Immune~3~6~0~0~2440~0,285;1,285;2,285;3,285;4,285~0
138723~Inferno Lairlord~6~25~Hostile~57~1790~14 - 31~565~114~2787~895~0.3~3,90~0,200;1,200;2,200;3,400;4,200;5,200;7,Immune~4~1~0~0~3253~0,428;1,428;2,428;3,428;4,428~0
138724~Inferno Slitthroat~6~25~Hostile~58~600~4 - 9~575~116~2788~300~0.3~3,24~0,116;1,116;2,116;3,232;4,116;5,116;7,Immune~1~1~0~0~1240~0,73;1,73;2,73;3,73;4,73~0
138725~Inferno Gloomguard~6~25~Hostile~58~909~7 - 17~575~116~2788~455~0.3~3,38~0,145;1,145;2,145;3,290;4,145;5,145;7,Immune~2~1~0~0~1653~0,145;1,145;2,145;3,145;4,145~0
138726~Inferno Render~6~25~Hostile~58~1364~10 - 21~575~116~2788~682~0.3~3,58~0,174;1,174;2,174;3,348;4,174;5,174;7,Immune~3~1~0~0~2480~0,290;1,290;2,290;3,290;4,290~0
138727~Inferno Denchief~6~25~Hostile~58~1818~15 - 31~575~116~2788~909~0.3~3,92~0,203;1,203;2,203;3,406;4,203;5,203;7,Immune~4~1~0~0~3307~0,435;1,435;2,435;3,435;4,435~0
138728~Inferno Dabbler~6~25~Hostile~59~609~4 - 9~585~118~2789~305~0.3~3,24~0,118;1,118;2,118;3,236;4,118;5,118;7,Immune~1~6~0~0~1260~0,74;1,74;2,74;3,74;4,74~0
138729~Inferno Darkart~6~25~Hostile~59~923~7 - 17~585~118~2789~462~0.3~3,38~0,148;1,148;2,148;3,296;4,148;5,148;7,Immune~2~6~0~0~1680~0,148;1,148;2,148;3,148;4,148~0
138730~Inferno Mastermage~6~25~Hostile~59~1385~10 - 22~585~118~2789~693~0.3~3,59~0,177;1,177;2,177;3,354;4,177;5,177;7,Immune~3~1~0~0~2520~0,295;1,295;2,295;3,295;4,295~0
138731~Inferno Lairlord~6~25~Hostile~59~1846~15 - 32~585~118~2789~923~0.3~3,94~0,207;1,207;2,207;3,414;4,207;5,207;7,Immune~4~1~0~0~3360~0,443;1,443;2,443;3,443;4,443~0
138732~Sleatskean Slitthroat~6~25~Hostile~60~618~4 - 10~595~120~2790~309~0.3~4,27~0,120;1,120;2,120;3,120;4,240;5,120;7,Immune~1~1~0~0~1280~0,75;1,75;2,75;3,75;4,75~0
138733~Sleatskean Gloomguard~6~25~Hostile~60~937~8 - 17~595~120~2790~469~0.3~4,41~0,150;1,150;2,150;3,150;4,300;5,150;7,Immune~2~1~0~0~1707~0,150;1,150;2,150;3,150;4,150~0
138734~Sleatskean Render~6~25~Hostile~60~1406~10 - 22~595~120~2790~703~0.3~4,62~0,180;1,180;2,180;3,180;4,360;5,180;7,Immune~3~1~0~0~2560~0,300;1,300;2,300;3,300;4,300~0
138735~Sleatskean Denchief~6~25~Hostile~60~1874~15 - 32~595~120~2790~937~0.3~4,98~0,210;1,210;2,210;3,210;4,420;5,210;7,Immune~4~1~0~0~3413~0,450;1,450;2,450;3,450;4,450~0
138736~Sleatskean Dabbler~6~25~Hostile~61~628~4 - 10~605~122~2791~314~0.3~4,28~0,122;1,122;2,122;3,122;4,244;5,122;7,Immune~1~6~10~1~1300~0,76;1,76;2,76;3,76;4,76~0
138737~Sleatskean Darkart~6~25~Hostile~61~951~8 - 17~605~122~2791~476~0.3~4,42~0,153;1,153;2,153;3,153;4,306;5,153;7,Immune~2~6~10~1~1733~0,153;1,153;2,153;3,153;4,153~0
138738~Sleatskean Mastermage~6~25~Hostile~61~1427~10 - 22~605~122~2791~714~0.3~4,64~0,183;1,183;2,183;3,183;4,366;5,183;7,Immune~3~6~10~1~2600~0,305;1,305;2,305;3,305;4,305~0
138739~Sleatskean Lairlord~6~25~Hostile~61~1902~15 - 33~605~122~2791~951~0.3~4,100~0,214;1,214;2,214;3,214;4,428;5,214;7,Immune~4~6~10~1~3467~0,458;1,458;2,458;3,458;4,458~0
138740~Sleatskean Slitthroat~6~25~Hostile~62~637~4 - 10~615~124~2792~319~0.3~4,28~0,124;1,124;2,124;3,124;4,248;5,124;7,Immune~1~1~0~0~1320~0,78;1,78;2,78;3,78;4,78~0
138741~Sleatskean Gloomguard~6~25~Hostile~62~965~8 - 18~615~124~2792~483~0.3~4,42~0,155;1,155;2,155;3,155;4,310;5,155;7,Immune~2~1~0~0~1760~0,155;1,155;2,155;3,155;4,155~0
138742~Sleatskean Render~6~25~Hostile~62~1448~10 - 23~615~124~2792~724~0.3~4,65~0,186;1,186;2,186;3,186;4,372;5,186;7,Immune~3~1~0~0~2640~0,310;1,310;2,310;3,310;4,310~0
138743~Sleatskean Denchief~6~25~Hostile~62~1930~16 - 33~615~124~2792~965~0.3~4,102~0,217;1,217;2,217;3,217;4,434;5,217;7,Immune~4~1~0~0~3520~0,465;1,465;2,465;3,465;4,465~0
138744~Sleatskean Dabbler~6~25~Hostile~63~646~4 - 10~625~126~2793~323~0.3~4,28~0,126;1,126;2,126;3,126;4,252;5,126;7,Immune~1~6~10~1~1340~0,79;1,79;2,79;3,79;4,79~0
138745~Sleatskean Darkart~6~25~Hostile~63~979~8 - 18~625~126~2793~490~0.3~4,43~0,158;1,158;2,158;3,158;4,316;5,158;7,Immune~2~6~10~1~1787~0,158;1,158;2,158;3,158;4,158~0
138746~Sleatskean Mastermage~6~25~Hostile~63~1469~11 - 23~625~126~2793~735~0.3~4,66~0,189;1,189;2,189;3,189;4,378;5,189;7,Immune~3~6~10~1~2680~0,315;1,315;2,315;3,315;4,315~0
138747~Sleatskean Lairlord~6~25~Hostile~63~1958~16 - 34~625~126~2793~979~0.3~4,104~0,221;1,221;2,221;3,221;4,442;5,221;7,Immune~4~6~10~1~3573~0,473;1,473;2,473;3,473;4,473~0
138748~Sleatskean Slitthroat~6~25~Hostile~64~655~4 - 10~635~128~2794~328~0.3~4,28~0,128;1,128;2,128;3,128;4,256;5,128;7,Immune~1~1~0~0~1360~0,80;1,80;2,80;3,80;4,80~0
138749~Sleatskean Gloomguard~6~25~Hostile~64~993~8 - 18~635~128~2794~497~0.3~4,44~0,160;1,160;2,160;3,160;4,320;5,160;7,Immune~2~1~0~0~1813~0,160;1,160;2,160;3,160;4,160~0
138750~Sleatskean Render~6~25~Hostile~64~1490~11 - 23~635~128~2794~745~0.3~4,67~0,192;1,192;2,192;3,192;4,384;5,192;7,Immune~3~1~0~0~2720~0,320;1,320;2,320;3,320;4,320~0
138751~Sleatskean Denchief~6~25~Hostile~64~1986~16 - 34~635~128~2794~993~0.3~4,105~0,224;1,224;2,224;3,224;4,448;5,224;7,Immune~4~1~0~0~3627~0,480;1,480;2,480;3,480;4,480~0
138752~Sleatskean Dabbler~6~25~Hostile~65~665~4 - 10~645~130~2795~333~0.3~4,29~0,130;1,130;2,130;3,130;4,260;5,130;7,Immune~1~6~10~1~1380~0,81;1,81;2,81;3,81;4,81~0
138753~Sleatskean Darkart~6~25~Hostile~65~1007~8 - 18~645~130~2795~504~0.3~4,44~0,163;1,163;2,163;3,163;4,326;5,163;7,Immune~2~6~10~1~1840~0,163;1,163;2,163;3,163;4,163~0
138754~Sleatskean Mastermage~6~25~Hostile~65~1511~11 - 24~645~130~2795~756~0.3~4,68~0,195;1,195;2,195;3,195;4,390;5,195;7,Immune~3~6~10~1~2760~0,325;1,325;2,325;3,325;4,325~0
138755~Sleatskean Lairlord~6~25~Hostile~65~2014~16 - 35~645~130~2795~1007~0.3~4,107~0,228;1,228;2,228;3,228;4,456;5,228;7,Immune~4~6~10~1~3680~0,488;1,488;2,488;3,488;4,488~0
138756~Sleatskean Slitthroat~6~25~Hostile~66~674~4 - 10~655~132~2796~337~0.3~4,30~0,132;1,132;2,132;3,132;4,264;5,132;7,Immune~1~1~0~0~1400~0,83;1,83;2,83;3,83;4,83~0
138757~Sleatskean Gloomguard~6~25~Hostile~66~1021~8 - 19~655~132~2796~511~0.3~4,46~0,165;1,165;2,165;3,165;4,330;5,165;7,Immune~2~1~0~0~1867~0,165;1,165;2,165;3,165;4,165~0
138758~Sleatskean Render~6~25~Hostile~66~1532~11 - 24~655~132~2796~766~0.3~4,69~0,198;1,198;2,198;3,198;4,396;5,198;7,Immune~3~1~0~0~2800~0,330;1,330;2,330;3,330;4,330~0
138759~Sleatskean Denchief~6~25~Hostile~66~2042~17 - 35~655~132~2796~1021~0.3~4,108~0,231;1,231;2,231;3,231;4,462;5,231;7,Immune~4~1~0~0~3733~0,495;1,495;2,495;3,495;4,495~0
138760~Sleatskean Dabbler~6~25~Hostile~67~683~4 - 10~665~134~2797~342~0.3~4,30~0,134;1,134;2,134;3,134;4,268;5,134;7,Immune~1~6~10~1~1420~0,84;1,84;2,84;3,84;4,84~0
138761~Sleatskean Darkart~6~25~Hostile~67~1035~8 - 19~665~134~2797~518~0.3~4,46~0,168;1,168;2,168;3,168;4,336;5,168;7,Immune~2~6~10~1~1893~0,168;1,168;2,168;3,168;4,168~0
138762~Sleatskean Mastermage~6~25~Hostile~67~1553~11 - 24~665~134~2797~777~0.3~4,70~0,201;1,201;2,201;3,201;4,402;5,201;7,Immune~3~6~10~1~2840~0,335;1,335;2,335;3,335;4,335~0
138763~Sleatskean Lairlord~6~25~Hostile~67~2070~17 - 36~665~134~2797~1035~0.3~4,110~0,235;1,235;2,235;3,235;4,470;5,235;7,Immune~4~6~10~1~3787~0,503;1,503;2,503;3,503;4,503~0
138764~Sleatskean Slitthroat~6~25~Hostile~68~692~4 - 11~675~136~2798~346~0.3~4,30~0,136;1,136;2,136;3,136;4,272;5,136;7,Immune~1~1~0~0~1440~0,85;1,85;2,85;3,85;4,85~0
138765~Sleatskean Gloomguard~6~25~Hostile~68~1049~9 - 19~675~136~2798~525~0.3~4,46~0,170;1,170;2,170;3,170;4,340;5,170;7,Immune~2~1~0~0~1920~0,170;1,170;2,170;3,170;4,170~0
138766~Sleatskean Render~6~25~Hostile~68~1574~11 - 25~675~136~2798~787~0.3~4,71~0,204;1,204;2,204;3,204;4,408;5,204;7,Immune~3~1~0~0~2880~0,340;1,340;2,340;3,340;4,340~0
138767~Sleatskean Denchief~6~25~Hostile~68~2098~17 - 36~675~136~2798~1049~0.3~4,112~0,238;1,238;2,238;3,238;4,476;5,238;7,Immune~4~1~0~0~3840~0,510;1,510;2,510;3,510;4,510~0
138768~Sleatskean Dabbler~6~25~Hostile~69~702~4 - 11~685~138~2799~351~0.3~4,31~0,138;1,138;2,138;3,138;4,276;5,138;7,Immune~1~6~10~1~1460~0,86;1,86;2,86;3,86;4,86~0
138769~Sleatskean Darkart~6~25~Hostile~69~1063~9 - 19~685~138~2799~532~0.3~4,48~0,173;1,173;2,173;3,173;4,346;5,173;7,Immune~2~6~10~1~1947~0,173;1,173;2,173;3,173;4,173~0
138770~Sleatskean Mastermage~6~25~Hostile~69~1595~12 - 25~685~138~2799~798~0.3~4,72~0,207;1,207;2,207;3,207;4,414;5,207;7,Immune~3~6~10~1~2920~0,345;1,345;2,345;3,345;4,345~0
138771~Sleatskean Lairlord~6~25~Hostile~69~2126~17 - 37~685~138~2799~1063~0.3~4,114~0,242;1,242;2,242;3,242;4,484;5,242;7,Immune~4~6~10~1~3893~0,518;1,518;2,518;3,518;4,518~0
138772~Aberrant Slitthroat~6~25~Hostile~70~711~4 - 11~695~140~2800~356~0.3~5,34~0,140;1,140;2,140;3,140;4,140;5,280~1~1~0~0~1480~0,88;1,88;2,88;3,88;4,88~0
138773~Aberrant Gloomguard~6~25~Hostile~70~1077~9 - 20~695~140~2800~539~0.3~5,50~0,175;1,175;2,175;3,175;4,175;5,350~2~1~0~0~1973~0,175;1,175;2,175;3,175;4,175~0
138774~Aberrant Render~6~25~Hostile~70~1616~12 - 25~695~140~2800~808~0.3~5,76~0,210;1,210;2,210;3,210;4,210;5,420~3~1~0~0~2960~0,350;1,350;2,350;3,350;4,350~0
138775~Aberrant Denchief~6~25~Hostile~70~2154~18 - 37~695~140~2800~1077~0.3~5,119~0,245;1,245;2,245;3,245;4,245;5,490~4~1~0~0~3947~0,525;1,525;2,525;3,525;4,525~0
138776~Aberrant Dabbler~6~25~Hostile~71~720~4 - 11~705~142~2801~360~0.3~5,34~0,142;1,142;2,142;3,142;4,142;5,284~1~3~10~1~1500~0,89;1,89;2,89;3,89;4,89~0
138777~Aberrant Darkart~6~25~Hostile~71~1091~9 - 20~705~142~2801~546~0.3~5,52~0,178;1,178;2,178;3,178;4,178;5,356;7,Immune~2~3~10~1~2000~0,178;1,178;2,178;3,178;4,178~0
138778~Aberrant Mastermage~6~25~Hostile~71~1637~12 - 26~705~142~2801~819~0.3~5,78~0,213;1,213;2,213;3,213;4,213;5,426~3~3~10~1~3000~0,355;1,355;2,355;3,355;4,355~0
138779~Aberrant Lairlord~6~25~Hostile~71~2182~18 - 38~705~142~2801~1091~0.3~5,121~0,249;1,249;2,249;3,249;4,249;5,498~4~3~10~1~4000~0,533;1,533;2,533;3,533;4,533~0
138780~Aberrant Slitthroat~6~25~Hostile~72~729~5 - 11~715~144~2802~365~0.3~5,34~0,144;1,144;2,144;3,144;4,144;5,288~1~1~0~0~1520~0,90;1,90;2,90;3,90;4,90~0
138781~Aberrant Gloomguard~6~25~Hostile~72~1105~9 - 20~715~144~2802~553~0.3~5,52~0,180;1,180;2,180;3,180;4,180;5,360~2~1~0~0~2027~0,180;1,180;2,180;3,180;4,180~0
138782~Aberrant Render~6~25~Hostile~72~1658~12 - 26~715~144~2802~829~0.3~5,78~0,216;1,216;2,216;3,216;4,216;5,432~3~1~0~0~3040~0,360;1,360;2,360;3,360;4,360~0
138783~Aberrant Denchief~6~25~Hostile~72~2210~18 - 38~715~144~2802~1105~0.3~5,122~0,252;1,252;2,252;3,252;4,252;5,504~4~1~0~0~4053~0,540;1,540;2,540;3,540;4,540~0
138784~Aberrant Dabbler~6~25~Hostile~73~739~5 - 11~725~146~2803~370~0.3~5,35~0,146;1,146;2,146;3,146;4,146;5,292~1~3~10~1~1540~0,91;1,91;2,91;3,91;4,91~0
138785~Aberrant Darkart~6~25~Hostile~73~1119~9 - 20~725~146~2803~560~0.3~5,53~0,183;1,183;2,183;3,183;4,183;5,366;7,Immune~2~3~10~1~2053~0,183;1,183;2,183;3,183;4,183~0
138786~Aberrant Mastermage~6~25~Hostile~73~1679~12 - 26~725~146~2803~840~0.3~5,80~0,219;1,219;2,219;3,219;4,219;5,438~3~3~10~1~3080~0,365;1,365;2,365;3,365;4,365~0
138787~Aberrant Lairlord~6~25~Hostile~73~2238~18 - 39~725~146~2803~1119~0.3~5,124~0,256;1,256;2,256;3,256;4,256;5,512~4~3~10~1~4107~0,548;1,548;2,548;3,548;4,548~0
138788~Aberrant Slitthroat~6~25~Hostile~74~748~5 - 11~735~148~2804~374~0.3~5,36~0,148;1,148;2,148;3,148;4,148;5,296~1~1~0~0~1560~0,93;1,93;2,93;3,93;4,93~0
138789~Aberrant Gloomguard~6~25~Hostile~74~1133~9 - 21~735~148~2804~567~0.3~5,54~0,185;1,185;2,185;3,185;4,185;5,370~2~1~0~0~2080~0,185;1,185;2,185;3,185;4,185~0
138790~Aberrant Render~6~25~Hostile~74~1700~12 - 27~735~148~2804~850~0.3~5,80~0,222;1,222;2,222;3,222;4,222;5,444~3~1~0~0~3120~0,370;1,370;2,370;3,370;4,370~0
138791~Aberrant Denchief~6~25~Hostile~74~2266~19 - 39~735~148~2804~1133~0.3~5,126~0,259;1,259;2,259;3,259;4,259;5,518~4~1~0~0~4160~0,555;1,555;2,555;3,555;4,555~0
138792~Aberrant Dabbler~6~25~Hostile~75~757~5 - 11~745~150~2805~379~0.3~5,36~0,150;1,150;2,150;3,150;4,150;5,300~1~3~10~1~1580~0,94;1,94;2,94;3,94;4,94~0
138793~Aberrant Darkart~6~25~Hostile~75~1147~9 - 21~745~150~2805~574~0.3~5,54~0,188;1,188;2,188;3,188;4,188;5,376;7,Immune~2~3~10~1~2107~0,188;1,188;2,188;3,188;4,188~0
138794~Aberrant Mastermage~6~25~Hostile~75~1721~13 - 27~745~150~2805~861~0.3~5,82~0,225;1,225;2,225;3,225;4,225;5,450~3~3~10~1~3160~0,375;1,375;2,375;3,375;4,375~0
138795~Aberrant Lairlord~6~25~Hostile~75~2294~19 - 40~745~150~2805~1147~0.3~5,128~0,263;1,263;2,263;3,263;4,263;5,526~4~3~10~1~4213~0,563;1,563;2,563;3,563;4,563~0
138796~Piranus the Mad~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
138797~Lulach the Late~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
138798~Stonevale Imp 78 TREE~12~25~Hostile~69~1063~9 - 19~685~138~2799~532~0.3~0,95~0,173;1,173;2,173;3,173;4,173;5,173~2~1~0~5~1947~0,173;1,173;2,173;3,173;4,173~0
138799~Bloodgrove Imposter~9~40~Hostile~75~786~8 - 11~745~150~2800~0~0.3~2,101~0,150;1,150;2,150;3,150;4,150;5,135;7,Immune~1~1~0~0~1580~0,319;1,319;2,319;3,319;4,319~0
138800~Bloodgrove Interloper~9~40~Hostile~75~1048~13 - 17~745~150~2700~0~0.3~2,115~0,150;1,150;2,150;3,158;4,158;5,142;7,Immune~2~1~0~0~2107~0,337;1,337;2,337;3,337;4,337~0
138801~Bloodgrove Instigator~9~40~Hostile~75~1573~19 - 27~745~150~2600~3441~0.3~2,130~0,150;1,150;2,150;3,165;4,165;5,149;7,Immune~3~1~0~0~3160~0,375;1,375;2,375;3,375;4,375~0
138802~Bloodgrove Provocateur~9~40~Hostile~75~2466~25 - 40~1118~225~2600~6882~0.3~2,150~0,225;1,225;2,225;3,259;4,259;5,259;7,Immune~4~1~0~0~4213~0,413;1,413;2,413;3,413;4,413~1
138803~Bloodgrove Riteservant~12~40~Hostile~76~936~8 - 12~755~152~2800~1239~0.3~2,130~0,152;1,152;2,152;3,152;4,152;5,137;7,Immune~1~1~0~0~1600~0,323;1,323;2,323;3,323;4,323~0
138804~Bloodgrove Ritebrother~12~40~Hostile~76~1248~13 - 17~755~152~2700~1995~0.3~2,168~0,152;1,152;2,152;3,160;4,160;5,144;7,Immune~2~1~0~0~2133~0,342;1,342;2,342;3,342;4,342~0
138805~Bloodgrove Ritualist~12~40~Hostile~76~1873~19 - 27~755~152~2600~3483~0.3~2,210~0,152;1,152;2,152;3,167;4,167;5,150;7,Immune~3~1~0~0~3200~0,380;1,380;2,380;3,380;4,380~0
138806~Master of Rites~12~40~Hostile~76~2496~25 - 40~1132~228~2600~6966~0.3~2,162~0,228;1,228;2,228;3,262;4,262;5,262;7,Immune~4~1~0~0~4267~0,418;1,418;2,418;3,418;4,418~1
138807~[Banker] Baldwin the Banker's Brother~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5;7,Immune~0~1~0~0~0~~0
138808~Elite Arcanum Extractor~6~25~Hostile~220~306240~330 - 663~2195~440~2950~153120~1.9~0,1533~0,1760;1,1760;2,1408;3,628;4,628;5,628;6,125;7,Immune~5~3.4~0~0~35840~0,2200;1,2200;2,2200;3,2200;4,2200;5,2200~0
138809~Elite Arcanum Overseer~6~25~Hostile~220~306240~330 - 663~2195~440~2950~153120~1.9~0,1533~0,1760;1,1760;2,1408;3,628;4,628;5,628;6,125;7,Immune~5~3.4~0~0~35840~0,2200;1,2200;2,2200;3,2200;4,2200;5,2200~0
138810~Elite Arcanum Inceptor~6~25~Hostile~220~306240~330 - 663~2195~440~2950~153120~1.9~2,1157~0,1760;1,1760;2,1408;3,628;4,628;5,550;6,110;7,Immune~5~3.4~0~22~35840~0,2200;1,2200;2,2200;3,2200;4,2200;5,2200~0
138811~Shadowhunt Master~6~25~Hostile~220~66032~103 - 210~2195~440~2950~19140~1.9~1,1157~0,770;1,770;2,462;3,550;4,550;5,550;6,110;7,Immune~4~3.4~0~0~17921~0,1650;1,1650;2,1650;3,1650;4,1650;5,1650~0
138812~Shadow Watch Vanquisher~6~25~Hostile~220~66032~103 - 210~2195~440~2950~19140~1.9~2,1157~0,770;1,770;2,462;3,550;4,550;5,550;6,110;7,Immune~4~3.4~0~0~17921~0,1650;1,1650;2,1650;3,1650;4,1650;5,1650~0
138813~Sanctum Assembler~6~25~Hostile~220~52826~69 - 140~2195~440~2950~19140~1.9~0,1157~0,770;1,770;2,462;3,550;4,550;5,550;6,110;7,Immune~4~3.4~0~22~17921~0,1650;1,1650;2,1650;3,1650;4,1650;5,1650~0
138814~Mutated Darkwyrm~6~25~Hostile~220~57420~82 - 168~2195~440~2950~33017~0.3~1,1273~0,770;1,770;2,770;3,770;4,462;5,770;6,110;7,Immune~4~1~0~0~17920~0,1650;1,1650;2,1650;3,1650;4,1650~0
138815~Lacerating Shadowhound~6~25~Hostile~220~57420~82 - 168~2195~440~2950~33017~0.3~2,1273~0,770;1,770;2,770;3,770;4,770;5,370;6,110;7,Immune~4~1~0~0~17920~0,1650;1,1650;2,1650;3,1650;4,1650~0
138816~Deathclasp Evictor~6~25~Hostile~220~66032~103 - 210~2195~440~2950~19140~1.9~2,1157~0,770;1,770;2,462;3,550;4,550;5,550;6,110;7,Immune~4~3.4~0~0~17921~0,1650;1,1650;2,1650;3,1650;4,1650;5,1650~0
138817~Neonate Redeemer~6~25~Hostile~220~66032~103 - 210~2195~440~2950~19140~1.9~0,1157~0,770;1,770;2,462;3,550;4,550;5,550;6,110;7,Immune~4~3.4~0~0~17921~0,1650;1,1650;2,1650;3,1650;4,1650;5,1650~0
138818~Darkwyrm Broodmother~6~25~Hostile~220~82683~82 - 168~2195~440~2950~33017~0.3~1,1273~0,770;1,770;2,770;3,770;4,462;5,770;6,110;7,Immune~4~1~0~0~17920~0,1650;1,1650;2,1650;3,1650;4,1650~0
138819~Auric Shadowhound~6~25~Hostile~220~57420~5376 - 6720~2195~440~2950~28710~0.3~2,1273~0,770;1,770;2,770;3,770;4,770;5,370;6,110;7,Immune~4~1~0~0~17920~0,1650;1,1650;2,1650;3,1650;4,1650;5,1313~0
138820~Darkwyrm Chimera~6~25~Hostile~220~82541~82 - 168~2195~440~2950~33017~0.3~1,1273~0,770;1,770;2,770;3,770;4,462;5,770;6,110;7,Immune~4~1~0~0~17920~0,1650;1,1650;2,1650;3,1650;4,1650~0
138821~Frostglow Wisp~9~40~Hostile~64~655~4 - 10~635~128~2794~328~0.3~4,57~0,128;1,128;2,128;3,130;4,260;5,117;7,Immune~1~1~0~0~1360~0,276;1,276;2,276;3,276;4,276~0
